2026-08-08 09:49:54,462 [Worker-7: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is not available. Remote download required.
2026-08-10 13:45:52,621 [Worker-7: Loading available Gradle versions] INFO  o.e.b.c.i.u.g.PublishedGradleVersions - Gradle version information cache is out-of-date. Trying to update.
2026-08-10 13:46:29,516 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-quickstart/1.1/maven-archetype-quickstart-1.1.pom
2026-08-10 13:46:29,538 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-quickstart/1.1/maven-archetype-quickstart-1.1.pom
2026-08-10 13:46:29,699 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-bundles/4/maven-archetype-bundles-4.pom
2026-08-10 13:46:29,705 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-bundles/4/maven-archetype-bundles-4.pom
2026-08-10 13:46:29,851 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/archetype/maven-archetype/2.0-alpha-5/maven-archetype-2.0-alpha-5.pom
2026-08-10 13:46:29,858 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/archetype/maven-archetype/2.0-alpha-5/maven-archetype-2.0-alpha-5.pom
2026-08-10 13:46:30,006 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/16/maven-parent-16.pom
2026-08-10 13:46:30,018 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/maven-parent/16/maven-parent-16.pom
2026-08-10 13:46:30,172 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/apache/7/apache-7.pom
2026-08-10 13:46:30,179 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/apache/7/apache-7.pom
2026-08-10 13:46:30,352 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloading https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-quickstart/1.1/maven-archetype-quickstart-1.1.jar
2026-08-10 13:46:30,356 [ModalContext] INFO  o.e.m.c.i.e.AbstractTransferListenerAdapter - Downloaded https://repo.maven.apache.org/maven2/org/apache/maven/archetypes/maven-archetype-quickstart/1.1/maven-archetype-quickstart-1.1.jar
2026-08-10 13:47:05,855 [Worker-6: Launching mavenrun-bc023be1-ceb1-41bd-9e7d-c5d0049b27bc] INFO  o.eclipse.m2e.core.internal.Bundles - getClasspathEntries(Bundle=org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409 [357])
2026-08-10 13:47:05,858 [Worker-6: Launching mavenrun-bc023be1-ceb1-41bd-9e7d-c5d0049b27bc] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /opt/sts-4.26.0.RELEASE/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409
2026-08-10 13:47:05,859 [Worker-6: Launching mavenrun-bc023be1-ceb1-41bd-9e7d-c5d0049b27bc] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /opt/sts-4.26.0.RELEASE/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409/jars/aopalliance-1.0.jar
2026-08-10 13:47:05,859 [Worker-6: Launching mavenrun-bc023be1-ceb1-41bd-9e7d-c5d0049b27bc] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /opt/sts-4.26.0.RELEASE/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409/jars/guice-5.1.0.jar
2026-08-10 13:47:05,859 [Worker-6: Launching mavenrun-bc023be1-ceb1-41bd-9e7d-c5d0049b27bc] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /opt/sts-4.26.0.RELEASE/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409/jars/httpclient-4.5.14.jar
2026-08-10 13:47:05,860 [Worker-6: Launching mavenrun-bc023be1-ceb1-41bd-9e7d-c5d0049b27bc] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /opt/sts-4.26.0.RELEASE/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409/jars/httpcore-4.4.16.jar
2026-08-10 13:47:05,860 [Worker-6: Launching mavenrun-bc023be1-ceb1-41bd-9e7d-c5d0049b27bc] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /opt/sts-4.26.0.RELEASE/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409/jars/jansi-2.4.1.jar
2026-08-10 13:47:05,860 [Worker-6: Launching mavenrun-bc023be1-ceb1-41bd-9e7d-c5d0049b27bc] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /opt/sts-4.26.0.RELEASE/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409/jars/jcl-over-slf4j-1.7.36.jar
2026-08-10 13:47:05,860 [Worker-6: Launching mavenrun-bc023be1-ceb1-41bd-9e7d-c5d0049b27bc] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /opt/sts-4.26.0.RELEASE/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409/jars/maven-artifact-3.9.9.jar
2026-08-10 13:47:05,860 [Worker-6: Launching mavenrun-bc023be1-ceb1-41bd-9e7d-c5d0049b27bc] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /opt/sts-4.26.0.RELEASE/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409/jars/maven-builder-support-3.9.9.jar
2026-08-10 13:47:05,860 [Worker-6: Launching mavenrun-bc023be1-ceb1-41bd-9e7d-c5d0049b27bc] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /opt/sts-4.26.0.RELEASE/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409/jars/maven-compat-3.9.9.jar
2026-08-10 13:47:05,860 [Worker-6: Launching mavenrun-bc023be1-ceb1-41bd-9e7d-c5d0049b27bc] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /opt/sts-4.26.0.RELEASE/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409/jars/maven-core-3.9.9.jar
2026-08-10 13:47:05,860 [Worker-6: Launching mavenrun-bc023be1-ceb1-41bd-9e7d-c5d0049b27bc] INFO  o.eclipse.m2e.core.internal.Bundles - 	Entry: /opt/sts-4.26.0.RELEASE/plugins/org.eclipse.m2e.maven.runtime_3.9.900.20240824-1409/jars/maven-embedder-3.9.9.jar
